下痢症状	予測１
下痢症状	予測２
下痢症状	予測３
大腸ポリープ癌術後	予測１
大腸ポリープ癌術後	予測２
大腸ポリープ癌術後	予測３
続発性後天性低Γグロブリン血症	予測１
続発性後天性低Γグロブリン血症	予測２
続発性後天性低Γグロブリン血症	予測３
舌にウイルス	予測１
舌にウイルス	予測２
舌にウイルス	予測３
乳腺症（右）	予測１
乳腺症（右）	予測２
乳腺症（右）	予測３
腫瘍からの出血	予測１
腫瘍からの出血	予測２
腫瘍からの出血	予測３
下腿浮腫の増悪	予測１
下腿浮腫の増悪	予測２
下腿浮腫の増悪	予測３
高血圧（未治療）	予測１
高血圧（未治療）	予測２
高血圧（未治療）	予測３
目眩	予測１
目眩	予測２
目眩	予測３
尿が白っぽくなった	予測１
尿が白っぽくなった	予測２
尿が白っぽくなった	予測３
開腹原発巣切除	予測１
開腹原発巣切除	予測２
開腹原発巣切除	予測３
２００３年８月非機能性膵内分泌腫瘍	予測１
２００３年８月非機能性膵内分泌腫瘍	予測２
２００３年８月非機能性膵内分泌腫瘍	予測３
肋骨骨折（左）	予測１
肋骨骨折（左）	予測２
肋骨骨折（左）	予測３
ＤＭＮ	予測１
ＤＭＮ	予測２
ＤＭＮ	予測３
頸部リンパ節摘出術	予測１
頸部リンパ節摘出術	予測２
頸部リンパ節摘出術	予測３
発赤頭、顔面	予測１
発赤頭、顔面	予測２
発赤頭、顔面	予測３
漿液性網膜色素上皮剥離	予測１
漿液性網膜色素上皮剥離	予測２
漿液性網膜色素上皮剥離	予測３
ＰＢＣ（原発性胆汁性肝硬変症）	予測１
ＰＢＣ（原発性胆汁性肝硬変症）	予測２
ＰＢＣ（原発性胆汁性肝硬変症）	予測３
抗ＨＢＳ抗体陽性	予測１
抗ＨＢＳ抗体陽性	予測２
抗ＨＢＳ抗体陽性	予測３
腹腔内・縦隔リンパ節転移	予測１
腹腔内・縦隔リンパ節転移	予測２
腹腔内・縦隔リンパ節転移	予測３
賢炎	予測１
賢炎	予測２
賢炎	予測３
両側乳腺症	予測１
両側乳腺症	予測２
両側乳腺症	予測３
目の充血	予測１
目の充血	予測２
目の充血	予測３
包皮のかぶれ	予測１
包皮のかぶれ	予測２
包皮のかぶれ	予測３
左第二指爪剥離	予測１
左第二指爪剥離	予測２
左第二指爪剥離	予測３
子宮収縮増強	予測１
子宮収縮増強	予測２
子宮収縮増強	予測３
大網ゆ着はく離術	予測１
大網ゆ着はく離術	予測２
大網ゆ着はく離術	予測３
排尿時痛	予測１
排尿時痛	予測２
排尿時痛	予測３
虫垂切除（１７歳時）	予測１
虫垂切除（１７歳時）	予測２
虫垂切除（１７歳時）	予測３
かゆみ	予測１
かゆみ	予測２
かゆみ	予測３
左鎖骨遠位端骨折	予測１
左鎖骨遠位端骨折	予測２
左鎖骨遠位端骨折	予測３
頸髄中心性損傷	予測１
頸髄中心性損傷	予測２
頸髄中心性損傷	予測３
右変形性股関節の手術	予測１
右変形性股関節の手術	予測２
右変形性股関節の手術	予測３
随伴疾患進行ＮＯＳ	予測１
随伴疾患進行ＮＯＳ	予測２
随伴疾患進行ＮＯＳ	予測３
子宮筋腫（手術）	予測１
子宮筋腫（手術）	予測２
子宮筋腫（手術）	予測３
HCC(肝切除）	予測１
HCC(肝切除）	予測２
HCC(肝切除）	予測３
ＨａｎｄＦｏｏｔ症候群	予測１
ＨａｎｄＦｏｏｔ症候群	予測２
ＨａｎｄＦｏｏｔ症候群	予測３
角膜下出血	予測１
角膜下出血	予測２
角膜下出血	予測３
起立性調整障害（めまい、ふらつき）	予測１
起立性調整障害（めまい、ふらつき）	予測２
起立性調整障害（めまい、ふらつき）	予測３
発熱（細菌感染症疑い）	予測１
発熱（細菌感染症疑い）	予測２
発熱（細菌感染症疑い）	予測３
透析困難症	予測１
透析困難症	予測２
透析困難症	予測３
便秘ぎみ	予測１
便秘ぎみ	予測２
便秘ぎみ	予測３
血圧上昇（ＤＢＰ）	予測１
血圧上昇（ＤＢＰ）	予測２
血圧上昇（ＤＢＰ）	予測３
体の痛み	予測１
体の痛み	予測２
体の痛み	予測３
２６才胃潰瘍	予測１
２６才胃潰瘍	予測２
２６才胃潰瘍	予測３
血清ＴＰ高値	予測１
血清ＴＰ高値	予測２
血清ＴＰ高値	予測３
冠状動脈炎	予測１
冠状動脈炎	予測２
冠状動脈炎	予測３
ブルトン型無ガンマグロブリン血症	予測１
ブルトン型無ガンマグロブリン血症	予測２
ブルトン型無ガンマグロブリン血症	予測３
喉の腫れ	予測１
喉の腫れ	予測２
喉の腫れ	予測３
ふくらはぎに痛み	予測１
ふくらはぎに痛み	予測２
ふくらはぎに痛み	予測３
顔面裂傷、打撲【顔面打撲】	予測１
顔面裂傷、打撲【顔面打撲】	予測２
顔面裂傷、打撲【顔面打撲】	予測３
・高血圧	予測１
・高血圧	予測２
・高血圧	予測３
勃起障害	予測１
勃起障害	予測２
勃起障害	予測３
眼瞼異常	予測１
眼瞼異常	予測２
眼瞼異常	予測３
ＬＤＬコレステロール上昇	予測１
ＬＤＬコレステロール上昇	予測２
ＬＤＬコレステロール上昇	予測３
気管支喘息増悪	予測１
気管支喘息増悪	予測２
気管支喘息増悪	予測３
右腕筋肉痛	予測１
右腕筋肉痛	予測２
右腕筋肉痛	予測３
内臓逆位	予測１
内臓逆位	予測２
内臓逆位	予測３
乳癌術後	予測１
乳癌術後	予測２
乳癌術後	予測３
打撲症【右顔面および左大腿部】	予測１
打撲症【右顔面および左大腿部】	予測２
打撲症【右顔面および左大腿部】	予測３
脳卒中，Ｔｙｐｅ：心原性	予測１
脳卒中，Ｔｙｐｅ：心原性	予測２
脳卒中，Ｔｙｐｅ：心原性	予測３
出血下血	予測１
出血下血	予測２
出血下血	予測３
高し血症	予測１
高し血症	予測２
高し血症	予測３
吐血（コーヒー残渣様吐血）	予測１
吐血（コーヒー残渣様吐血）	予測２
吐血（コーヒー残渣様吐血）	予測３
左膝偽痛風	予測１
左膝偽痛風	予測２
左膝偽痛風	予測３
頭頸部-その他(異常なし)	予測１
頭頸部-その他(異常なし)	予測２
頭頸部-その他(異常なし)	予測３
肝障害、肝不全	予測１
肝障害、肝不全	予測２
肝障害、肝不全	予測３
手先のしびれ右第１指，２指	予測１
手先のしびれ右第１指，２指	予測２
手先のしびれ右第１指，２指	予測３
上半身打撲	予測１
上半身打撲	予測２
上半身打撲	予測３
ヘリコバクターピロリ菌感染症	予測１
ヘリコバクターピロリ菌感染症	予測２
ヘリコバクターピロリ菌感染症	予測３
右肺葉間水腫	予測１
右肺葉間水腫	予測２
右肺葉間水腫	予測３
原発不明癌再発なし	予測１
原発不明癌再発なし	予測２
原発不明癌再発なし	予測３
子宮内膜症３４才	予測１
子宮内膜症３４才	予測２
子宮内膜症３４才	予測３
変形性股関節症手術	予測１
変形性股関節症手術	予測２
変形性股関節症手術	予測３
陰性T（側壁）	予測１
陰性T（側壁）	予測２
陰性T（側壁）	予測３
放射線性肺炎	予測１
放射線性肺炎	予測２
放射線性肺炎	予測３
大腸炎の疑い	予測１
大腸炎の疑い	予測２
大腸炎の疑い	予測３
糖尿病（１９９４年）	予測１
糖尿病（１９９４年）	予測２
糖尿病（１９９４年）	予測３
右下肢静脈血栓	予測１
右下肢静脈血栓	予測２
右下肢静脈血栓	予測３
右拇指切創	予測１
右拇指切創	予測２
右拇指切創	予測３
左眼の視野異常	予測１
左眼の視野異常	予測２
左眼の視野異常	予測３
大腸ポリープ（腺腫）平成１９年２月２６日内視鏡的切除	予測１
大腸ポリープ（腺腫）平成１９年２月２６日内視鏡的切除	予測２
大腸ポリープ（腺腫）平成１９年２月２６日内視鏡的切除	予測３
左趾陥入爪の悪化	予測１
左趾陥入爪の悪化	予測２
左趾陥入爪の悪化	予測３
緑内症	予測１
緑内症	予測２
緑内症	予測３
感冒（微熱、鼻汁、咽頭痛）【感冒】	予測１
感冒（微熱、鼻汁、咽頭痛）【感冒】	予測２
感冒（微熱、鼻汁、咽頭痛）【感冒】	予測３
喉頭違和感	予測１
喉頭違和感	予測２
喉頭違和感	予測３
不安症	予測１
不安症	予測２
不安症	予測３
甲状腺機能低下症、治療中、チラーヂン２コ	予測１
甲状腺機能低下症、治療中、チラーヂン２コ	予測２
甲状腺機能低下症、治療中、チラーヂン２コ	予測３
過長月経＋不正出血	予測１
過長月経＋不正出血	予測２
過長月経＋不正出血	予測３
皮下出血が気になる	予測１
皮下出血が気になる	予測２
皮下出血が気になる	予測３
足底部硬化	予測１
足底部硬化	予測２
足底部硬化	予測３
二次性副甲状腺機能亢進症増悪	予測１
二次性副甲状腺機能亢進症増悪	予測２
二次性副甲状腺機能亢進症増悪	予測３
結腸憩室出血	予測１
結腸憩室出血	予測２
結腸憩室出血	予測３
指先の痛み	予測１
指先の痛み	予測２
指先の痛み	予測３
胃が重い	予測１
胃が重い	予測２
胃が重い	予測３
抹消神経障害	予測１
抹消神経障害	予測２
抹消神経障害	予測３
胃炎の予防	予測１
胃炎の予防	予測２
胃炎の予防	予測３
チョコレートのう腫手術（卵巣チョコレート嚢胞）	予測１
チョコレートのう腫手術（卵巣チョコレート嚢胞）	予測２
チョコレートのう腫手術（卵巣チョコレート嚢胞）	予測３
去痰【痰】	予測１
去痰【痰】	予測２
去痰【痰】	予測３
頭重感,頭痛	予測１
頭重感,頭痛	予測２
頭重感,頭痛	予測３
左痙性麻痺	予測１
左痙性麻痺	予測２
左痙性麻痺	予測３
消火器症状（胸焼け）	予測１
消火器症状（胸焼け）	予測２
消火器症状（胸焼け）	予測３
ＡＳＴ異常【上昇】	予測１
ＡＳＴ異常【上昇】	予測２
ＡＳＴ異常【上昇】	予測３
左心室性拡張障害	予測１
左心室性拡張障害	予測２
左心室性拡張障害	予測３
骨盤-その他-結腸直腸癌	予測１
骨盤-その他-結腸直腸癌	予測２
骨盤-その他-結腸直腸癌	予測３
低リンパ球症	予測１
低リンパ球症	予測２
低リンパ球症	予測３
詳細不明のＡＥ	予測１
詳細不明のＡＥ	予測２
詳細不明のＡＥ	予測３
術後グラフト閉塞	予測１
術後グラフト閉塞	予測２
術後グラフト閉塞	予測３
右眼瞼皮膚炎の再発	予測１
右眼瞼皮膚炎の再発	予測２
右眼瞼皮膚炎の再発	予測３
腹部大動脈閉塞（レリッシュ症候群）	予測１
腹部大動脈閉塞（レリッシュ症候群）	予測２
腹部大動脈閉塞（レリッシュ症候群）	予測３
骨盤内膿瘍	予測１
骨盤内膿瘍	予測２
骨盤内膿瘍	予測３
陰部のかゆみ	予測１
陰部のかゆみ	予測２
陰部のかゆみ	予測３
高血圧心疾患	予測１
高血圧心疾患	予測２
高血圧心疾患	予測３
低Ｔ３	予測１
低Ｔ３	予測２
低Ｔ３	予測３
ＧＰＴ５４	予測１
ＧＰＴ５４	予測２
ＧＰＴ５４	予測３
膀胱悪性腫瘍（Ｔａ）（ＴＵＲ－ＢＴ施行）	予測１
膀胱悪性腫瘍（Ｔａ）（ＴＵＲ－ＢＴ施行）	予測２
膀胱悪性腫瘍（Ｔａ）（ＴＵＲ－ＢＴ施行）	予測３
胆嚢のう胞	予測１
胆嚢のう胞	予測２
胆嚢のう胞	予測３
ｗＡＭＤ（左眼）	予測１
ｗＡＭＤ（左眼）	予測２
ｗＡＭＤ（左眼）	予測３
予防（制吐）	予測１
予防（制吐）	予測２
予防（制吐）	予測３
タン白尿	予測１
タン白尿	予測２
タン白尿	予測３
自己免疫性肝炎の疑い	予測１
自己免疫性肝炎の疑い	予測２
自己免疫性肝炎の疑い	予測３
左手指切断	予測１
左手指切断	予測２
左手指切断	予測３
治癒・切除不能な進行・再発の結腸・直腸癌	予測１
治癒・切除不能な進行・再発の結腸・直腸癌	予測２
治癒・切除不能な進行・再発の結腸・直腸癌	予測３
左小脳梗塞	予測１
左小脳梗塞	予測２
左小脳梗塞	予測３
めまい／ふらつき	予測１
めまい／ふらつき	予測２
めまい／ふらつき	予測３
幼少時に下痢発熱で入院その時輸血を受ける【発熱】	予測１
幼少時に下痢発熱で入院その時輸血を受ける【発熱】	予測２
幼少時に下痢発熱で入院その時輸血を受ける【発熱】	予測３
他院より死亡の連絡があったのみで詳細不明。	予測１
他院より死亡の連絡があったのみで詳細不明。	予測２
他院より死亡の連絡があったのみで詳細不明。	予測３
胆管癌術後	予測１
胆管癌術後	予測２
胆管癌術後	予測３
ＣＲＢＢＢ	予測１
ＣＲＢＢＢ	予測２
ＣＲＢＢＢ	予測３
皮膚症状（硬結）	予測１
皮膚症状（硬結）	予測２
皮膚症状（硬結）	予測３
右網膜中心静閉塞症	予測１
右網膜中心静閉塞症	予測２
右網膜中心静閉塞症	予測３
不整脈の悪化	予測１
不整脈の悪化	予測２
不整脈の悪化	予測３
死亡【肺癌】	予測１
死亡【肺癌】	予測２
死亡【肺癌】	予測３
糖尿病神経障害	予測１
糖尿病神経障害	予測２
糖尿病神経障害	予測３
外陰部のかゆみ	予測１
外陰部のかゆみ	予測２
外陰部のかゆみ	予測３
肩凝り症	予測１
肩凝り症	予測２
肩凝り症	予測３
第２色盲	予測１
第２色盲	予測２
第２色盲	予測３
術前・術後滅菌	予測１
術前・術後滅菌	予測２
術前・術後滅菌	予測３
軽労作で増強する動悸症状	予測１
軽労作で増強する動悸症状	予測２
軽労作で増強する動悸症状	予測３
ＯＳＡＳ	予測１
ＯＳＡＳ	予測２
ＯＳＡＳ	予測３
滲出型加齢黄斑変性（ＡＭＤ）	予測１
滲出型加齢黄斑変性（ＡＭＤ）	予測２
滲出型加齢黄斑変性（ＡＭＤ）	予測３
筋肉転移	予測１
筋肉転移	予測２
筋肉転移	予測３
ＡＭＹ上昇	予測１
ＡＭＹ上昇	予測２
ＡＭＹ上昇	予測３
包皮感染	予測１
包皮感染	予測２
包皮感染	予測３
アレルギーNOS	予測１
アレルギーNOS	予測２
アレルギーNOS	予測３
Ｓ状結腸癌手術	予測１
Ｓ状結腸癌手術	予測２
Ｓ状結腸癌手術	予測３
Ｈｃｔ低値	予測１
Ｈｃｔ低値	予測２
Ｈｃｔ低値	予測３
発疹（顔面、上肢、下肢）	予測１
発疹（顔面、上肢、下肢）	予測２
発疹（顔面、上肢、下肢）	予測３
手足皮膚症状（抗癌試験）	予測１
手足皮膚症状（抗癌試験）	予測２
手足皮膚症状（抗癌試験）	予測３
皮疹（頭）	予測１
皮疹（頭）	予測２
皮疹（頭）	予測３
良性頭位性眼振	予測１
良性頭位性眼振	予測２
良性頭位性眼振	予測３
尾状核出血	予測１
尾状核出血	予測２
尾状核出血	予測３
胆石症（５４才時手術）	予測１
胆石症（５４才時手術）	予測２
胆石症（５４才時手術）	予測３
プリモビストＥＯＢを投与したが造影効果が弱い	予測１
プリモビストＥＯＢを投与したが造影効果が弱い	予測２
プリモビストＥＯＢを投与したが造影効果が弱い	予測３
時に不整脈	予測１
時に不整脈	予測２
時に不整脈	予測３
乳房緊満（両側）	予測１
乳房緊満（両側）	予測２
乳房緊満（両側）	予測３
右片麻痺（不全）	予測１
右片麻痺（不全）	予測２
右片麻痺（不全）	予測３
両下肢しびれ感	予測１
両下肢しびれ感	予測２
両下肢しびれ感	予測３
過敏症素因（花粉症）	予測１
過敏症素因（花粉症）	予測２
過敏症素因（花粉症）	予測３
動脈血二酸化炭素分圧上昇	予測１
動脈血二酸化炭素分圧上昇	予測２
動脈血二酸化炭素分圧上昇	予測３
シャント部穿刺痛【静脈穿刺部痛】	予測１
シャント部穿刺痛【静脈穿刺部痛】	予測２
シャント部穿刺痛【静脈穿刺部痛】	予測３
深部静脈血栓塞栓症	予測１
深部静脈血栓塞栓症	予測２
深部静脈血栓塞栓症	予測３
体幹・下肢筋力低下	予測１
体幹・下肢筋力低下	予測２
体幹・下肢筋力低下	予測３
大腸がん（Ｏｐｅ後再発なし）	予測１
大腸がん（Ｏｐｅ後再発なし）	予測２
大腸がん（Ｏｐｅ後再発なし）	予測３
腸管の蠕動運動の低下	予測１
腸管の蠕動運動の低下	予測２
腸管の蠕動運動の低下	予測３
第13因子欠乏症	予測１
